period,trade_count,profit_factor,expectancy,average_r,max_drawdown_pct,net_profit
2017-2018,105,1.5272806067243139,94.29497423524099,0.18715553367262777,0.04396285625551302,9900.972294700303
2019-2020,111,2.0124138916382237,244.06691314684923,0.45180487435020844,0.05427893764335657,27091.427359300265
2021-2022,138,0.7486083034896738,-76.9928622043456,-0.1543060410899976,0.14033950611821872,-10625.014984199692
2023-2024,121,1.426831797395177,101.97701330992001,0.20547980972773375,0.06646646218216223,12339.218610500322
