session,equity,daily_return,running_peak,drawdown_pct
2020-06-19,105133.53224372068,-5.4735993000654126e-05,107202.67296251505,-0.019301204546624266
2020-06-22,105537.81419951843,0.0038454139908523643,107202.67296251505,-0.01553001167777563
2020-06-23,105317.02424749035,-0.00209204590508838,107202.67296251505,-0.017589568085527512
2020-06-24,103712.3608483987,-0.015236505309158432,107202.67296251505,-0.03255806984716492
2020-06-25,103712.3608483987,0.0,107202.67296251505,-0.03255806984716492
2020-06-26,103712.3608483987,0.0,107202.67296251505,-0.03255806984716492
2020-06-29,103712.3608483987,0.0,107202.67296251505,-0.03255806984716492
2020-06-30,104309.39967192229,0.005756679518619023,107202.67296251505,-0.02698881670240097
2020-07-01,104421.43585078833,0.00107407557917516,107202.67296251505,-0.025943729152156654
2020-07-02,104963.14237664526,0.005187694666744402,107202.67296251505,-0.020890622630770288
2020-07-06,106527.64300075985,0.014905238054903291,107202.67296251505,-0.006296764279293927
2020-07-07,106527.64300075985,0.0,107202.67296251505,-0.006296764279293927
2020-07-08,106527.64300075985,0.0,107202.67296251505,-0.006296764279293927
2020-07-09,105985.76731597564,-0.005086714298000006,107202.67296251505,-0.011351448736403412
2020-07-10,105985.76731597564,0.0,107202.67296251505,-0.011351448736403412
2020-07-13,105440.05957599329,-0.0051488775691497235,107202.67296251505,-0.016441879085776892
2020-07-14,106080.95118181447,0.0060782553461975475,107202.67296251505,-0.010463561679033936
2020-07-15,106868.44612993329,0.007423528346471198,107202.67296251505,-0.003117709879292133
2020-07-16,106659.77978282339,-0.0019525533931333827,107202.67296251505,-0.005064175777421977
2020-07-17,106678.57125904871,0.00017618146468700857,107202.67296251505,-0.0048888865266409716
2020-07-20,106601.76482844517,-0.0007199799331493173,107202.67296251505,-0.005605346559595505
2020-07-21,106658.89632244807,0.0005359338477637365,107202.67296251505,-0.005072416806781657
2020-07-22,106844.42486549816,0.0017394568052646608,107202.67296251505,-0.003341783251450737
2020-07-23,106342.69618380934,-0.004695880784799433,107202.67296251505,-0.00802197142049256
